[pp] device: Apple M4 Max | unified_memory=true | max_threadgroup_memory=32768 bytes
[pp] power: source=AC Power battery=100% charged warning=none powermode_ac=2 powermode_battery=2 thermal_warning=false performance_warning=false
[pp] model=/Users/tito/models/unsloth-Qwen3.5-122B-A10B-GGUF/UD-Q4_K_XL/Qwen3.5-122B-A10B-UD-Q4_K_XL.gguf source=synthetic token ids (seed=1) n_prompt=512 runs=1 chunk=512 tail=skip
[pp] lowering: gdn_batched=36/36 attn_batched=12/12 dense_ffn_batched=0/0 moe_gpu_token_loop=48/48
[prefill-layer-phase] chunk=0 start=0 layer=17 kind=moe phase=shared_packed gpu_ms=1.34
[prefill-layer-phase] chunk=0 start=0 layer=18 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=18 kind=gdn phase=gdn_qkv gpu_ms=4.45
[prefill-layer-phase] chunk=0 start=0 layer=18 kind=gdn phase=gdn_z gpu_ms=2.69
[prefill-layer-phase] chunk=0 start=0 layer=18 kind=gdn phase=gdn_beta_alpha gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=18 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=18 kind=gdn phase=gdn_prep gpu_ms=0.46
[prefill-layer-phase] chunk=0 start=0 layer=18 kind=gdn phase=gdn_step gpu_ms=1.87
[prefill-layer-phase] chunk=0 start=0 layer=18 kind=gdn phase=gdn_gated gpu_ms=0.55
[prefill-layer-phase] chunk=0 start=0 layer=18 kind=gdn phase=gdn_back gpu_ms=2.07
[prefill-layer-phase] chunk=0 start=0 layer=18 kind=gdn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=18 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=18 kind=moe phase=route_fused gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=18 kind=moe phase=routed_swiglu gpu_ms=12.10
[prefill-layer-phase] chunk=0 start=0 layer=18 kind=moe phase=routed_down gpu_ms=7.94
[prefill-layer-phase] chunk=0 start=0 layer=18 kind=moe phase=routed_reduce gpu_ms=0.34
[prefill-layer-phase] chunk=0 start=0 layer=18 kind=moe phase=shared_packed gpu_ms=1.34
[prefill-layer-phase] chunk=0 start=0 layer=19 kind=attn phase=pre_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=19 kind=attn phase=attn gpu_ms=8.14
[prefill-layer-phase] chunk=0 start=0 layer=19 kind=attn phase=mixer_resid gpu_ms=0.11
[prefill-layer-phase] chunk=0 start=0 layer=19 kind=moe phase=post_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=19 kind=moe phase=route_fused gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=19 kind=moe phase=routed_swiglu gpu_ms=19.81
[prefill-layer-phase] chunk=0 start=0 layer=19 kind=moe phase=routed_down gpu_ms=4.91
[prefill-layer-phase] chunk=0 start=0 layer=19 kind=moe phase=routed_reduce gpu_ms=0.25
[prefill-layer-phase] chunk=0 start=0 layer=19 kind=moe phase=shared_packed gpu_ms=0.91
[prefill-layer-phase] chunk=0 start=0 layer=20 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=20 kind=gdn phase=gdn_qkv gpu_ms=2.93
[prefill-layer-phase] chunk=0 start=0 layer=20 kind=gdn phase=gdn_z gpu_ms=1.98
[prefill-layer-phase] chunk=0 start=0 layer=20 kind=gdn phase=gdn_beta_alpha gpu_ms=0.21
[prefill-layer-phase] chunk=0 start=0 layer=20 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=20 kind=gdn phase=gdn_prep gpu_ms=0.46
[prefill-layer-phase] chunk=0 start=0 layer=20 kind=gdn phase=gdn_step gpu_ms=1.86
[prefill-layer-phase] chunk=0 start=0 layer=20 kind=gdn phase=gdn_gated gpu_ms=0.51
[prefill-layer-phase] chunk=0 start=0 layer=20 kind=gdn phase=gdn_back gpu_ms=2.07
[prefill-layer-phase] chunk=0 start=0 layer=20 kind=gdn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=20 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=20 kind=moe phase=route_fused gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=20 kind=moe phase=routed_swiglu gpu_ms=7.86
[prefill-layer-phase] chunk=0 start=0 layer=20 kind=moe phase=routed_down gpu_ms=16.28
[prefill-layer-phase] chunk=0 start=0 layer=20 kind=moe phase=routed_reduce gpu_ms=0.13
[prefill-layer-phase] chunk=0 start=0 layer=20 kind=moe phase=shared_packed gpu_ms=1.34
[prefill-layer-phase] chunk=0 start=0 layer=21 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=21 kind=gdn phase=gdn_qkv gpu_ms=2.93
[prefill-layer-phase] chunk=0 start=0 layer=21 kind=gdn phase=gdn_z gpu_ms=1.97
[prefill-layer-phase] chunk=0 start=0 layer=21 kind=gdn phase=gdn_beta_alpha gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=21 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=21 kind=gdn phase=gdn_prep gpu_ms=0.47
[prefill-layer-phase] chunk=0 start=0 layer=21 kind=gdn phase=gdn_step gpu_ms=1.86
[prefill-layer-phase] chunk=0 start=0 layer=21 kind=gdn phase=gdn_gated gpu_ms=0.50
[prefill-layer-phase] chunk=0 start=0 layer=21 kind=gdn phase=gdn_back gpu_ms=2.07
[prefill-layer-phase] chunk=0 start=0 layer=21 kind=gdn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=21 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=21 kind=moe phase=route_fused gpu_ms=0.21
[prefill-layer-phase] chunk=0 start=0 layer=21 kind=moe phase=routed_swiglu gpu_ms=18.38
[prefill-layer-phase] chunk=0 start=0 layer=21 kind=moe phase=routed_down gpu_ms=5.10
[prefill-layer-phase] chunk=0 start=0 layer=21 kind=moe phase=routed_reduce gpu_ms=0.31
[prefill-layer-phase] chunk=0 start=0 layer=21 kind=moe phase=shared_packed gpu_ms=0.91
[prefill-layer-phase] chunk=0 start=0 layer=22 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=22 kind=gdn phase=gdn_qkv gpu_ms=2.93
[prefill-layer-phase] chunk=0 start=0 layer=22 kind=gdn phase=gdn_z gpu_ms=1.97
[prefill-layer-phase] chunk=0 start=0 layer=22 kind=gdn phase=gdn_beta_alpha gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=22 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=22 kind=gdn phase=gdn_prep gpu_ms=0.47
[prefill-layer-phase] chunk=0 start=0 layer=22 kind=gdn phase=gdn_step gpu_ms=1.89
[prefill-layer-phase] chunk=0 start=0 layer=22 kind=gdn phase=gdn_gated gpu_ms=0.50
[prefill-layer-phase] chunk=0 start=0 layer=22 kind=gdn phase=gdn_back gpu_ms=2.08
[prefill-layer-phase] chunk=0 start=0 layer=22 kind=gdn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=22 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=22 kind=moe phase=route_fused gpu_ms=0.21
[prefill-layer-phase] chunk=0 start=0 layer=22 kind=moe phase=routed_swiglu gpu_ms=16.91
[prefill-layer-phase] chunk=0 start=0 layer=22 kind=moe phase=routed_down gpu_ms=7.91
[prefill-layer-phase] chunk=0 start=0 layer=22 kind=moe phase=routed_reduce gpu_ms=0.33
[prefill-layer-phase] chunk=0 start=0 layer=22 kind=moe phase=shared_packed gpu_ms=1.10
[prefill-layer-phase] chunk=0 start=0 layer=23 kind=attn phase=pre_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=23 kind=attn phase=attn gpu_ms=8.08
[prefill-layer-phase] chunk=0 start=0 layer=23 kind=attn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=23 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=23 kind=moe phase=route_fused gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=23 kind=moe phase=routed_swiglu gpu_ms=12.50
[prefill-layer-phase] chunk=0 start=0 layer=23 kind=moe phase=routed_down gpu_ms=6.15
[prefill-layer-phase] chunk=0 start=0 layer=23 kind=moe phase=routed_reduce gpu_ms=0.28
[prefill-layer-phase] chunk=0 start=0 layer=23 kind=moe phase=shared_packed gpu_ms=1.20
[prefill-layer-phase] chunk=0 start=0 layer=24 kind=gdn phase=pre_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=24 kind=gdn phase=gdn_qkv gpu_ms=2.93
[prefill-layer-phase] chunk=0 start=0 layer=24 kind=gdn phase=gdn_z gpu_ms=1.98
[prefill-layer-phase] chunk=0 start=0 layer=24 kind=gdn phase=gdn_beta_alpha gpu_ms=0.23
[prefill-layer-phase] chunk=0 start=0 layer=24 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=24 kind=gdn phase=gdn_prep gpu_ms=0.46
[prefill-layer-phase] chunk=0 start=0 layer=24 kind=gdn phase=gdn_step gpu_ms=1.94
[prefill-layer-phase] chunk=0 start=0 layer=24 kind=gdn phase=gdn_gated gpu_ms=0.55
[prefill-layer-phase] chunk=0 start=0 layer=24 kind=gdn phase=gdn_back gpu_ms=2.07
[prefill-layer-phase] chunk=0 start=0 layer=24 kind=gdn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=24 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=24 kind=moe phase=route_fused gpu_ms=0.21
[prefill-layer-phase] chunk=0 start=0 layer=24 kind=moe phase=routed_swiglu gpu_ms=20.77
[prefill-layer-phase] chunk=0 start=0 layer=24 kind=moe phase=routed_down gpu_ms=16.85
[prefill-layer-phase] chunk=0 start=0 layer=24 kind=moe phase=routed_reduce gpu_ms=0.11
[prefill-layer-phase] chunk=0 start=0 layer=24 kind=moe phase=shared_packed gpu_ms=0.98
[prefill-layer-phase] chunk=0 start=0 layer=25 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=25 kind=gdn phase=gdn_qkv gpu_ms=3.14
[prefill-layer-phase] chunk=0 start=0 layer=25 kind=gdn phase=gdn_z gpu_ms=3.05
[prefill-layer-phase] chunk=0 start=0 layer=25 kind=gdn phase=gdn_beta_alpha gpu_ms=0.29
[prefill-layer-phase] chunk=0 start=0 layer=25 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=25 kind=gdn phase=gdn_prep gpu_ms=0.60
[prefill-layer-phase] chunk=0 start=0 layer=25 kind=gdn phase=gdn_step gpu_ms=2.90
[prefill-layer-phase] chunk=0 start=0 layer=25 kind=gdn phase=gdn_gated gpu_ms=0.70
[prefill-layer-phase] chunk=0 start=0 layer=25 kind=gdn phase=gdn_back gpu_ms=2.62
[prefill-layer-phase] chunk=0 start=0 layer=25 kind=gdn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=25 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=25 kind=moe phase=route_fused gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=25 kind=moe phase=routed_swiglu gpu_ms=12.55
[prefill-layer-phase] chunk=0 start=0 layer=25 kind=moe phase=routed_down gpu_ms=7.97
[prefill-layer-phase] chunk=0 start=0 layer=25 kind=moe phase=routed_reduce gpu_ms=0.30
[prefill-layer-phase] chunk=0 start=0 layer=25 kind=moe phase=shared_packed gpu_ms=0.91
[prefill-layer-phase] chunk=0 start=0 layer=26 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=26 kind=gdn phase=gdn_qkv gpu_ms=2.93
[prefill-layer-phase] chunk=0 start=0 layer=26 kind=gdn phase=gdn_z gpu_ms=1.98
[prefill-layer-phase] chunk=0 start=0 layer=26 kind=gdn phase=gdn_beta_alpha gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=26 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=26 kind=gdn phase=gdn_prep gpu_ms=0.46
[prefill-layer-phase] chunk=0 start=0 layer=26 kind=gdn phase=gdn_step gpu_ms=1.89
[prefill-layer-phase] chunk=0 start=0 layer=26 kind=gdn phase=gdn_gated gpu_ms=0.50
[prefill-layer-phase] chunk=0 start=0 layer=26 kind=gdn phase=gdn_back gpu_ms=2.07
[prefill-layer-phase] chunk=0 start=0 layer=26 kind=gdn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=26 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=26 kind=moe phase=route_fused gpu_ms=0.21
[prefill-layer-phase] chunk=0 start=0 layer=26 kind=moe phase=routed_swiglu gpu_ms=20.80
[prefill-layer-phase] chunk=0 start=0 layer=26 kind=moe phase=routed_down gpu_ms=4.59
[prefill-layer-phase] chunk=0 start=0 layer=26 kind=moe phase=routed_reduce gpu_ms=0.32
[prefill-layer-phase] chunk=0 start=0 layer=26 kind=moe phase=shared_packed gpu_ms=0.92
[prefill-layer-phase] chunk=0 start=0 layer=27 kind=attn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=27 kind=attn phase=attn gpu_ms=8.12
[prefill-layer-phase] chunk=0 start=0 layer=27 kind=attn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=27 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=27 kind=moe phase=route_fused gpu_ms=0.21
[prefill-layer-phase] chunk=0 start=0 layer=27 kind=moe phase=routed_swiglu gpu_ms=21.73
[prefill-layer-phase] chunk=0 start=0 layer=27 kind=moe phase=routed_down gpu_ms=15.84
[prefill-layer-phase] chunk=0 start=0 layer=27 kind=moe phase=routed_reduce gpu_ms=0.11
[prefill-layer-phase] chunk=0 start=0 layer=27 kind=moe phase=shared_packed gpu_ms=0.92
[prefill-layer-phase] chunk=0 start=0 layer=28 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=28 kind=gdn phase=gdn_qkv gpu_ms=2.98
[prefill-layer-phase] chunk=0 start=0 layer=28 kind=gdn phase=gdn_z gpu_ms=1.97
[prefill-layer-phase] chunk=0 start=0 layer=28 kind=gdn phase=gdn_beta_alpha gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=28 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=28 kind=gdn phase=gdn_prep gpu_ms=0.46
[prefill-layer-phase] chunk=0 start=0 layer=28 kind=gdn phase=gdn_step gpu_ms=1.85
[prefill-layer-phase] chunk=0 start=0 layer=28 kind=gdn phase=gdn_gated gpu_ms=0.54
[prefill-layer-phase] chunk=0 start=0 layer=28 kind=gdn phase=gdn_back gpu_ms=2.07
[prefill-layer-phase] chunk=0 start=0 layer=28 kind=gdn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=28 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=28 kind=moe phase=route_fused gpu_ms=0.21
[prefill-layer-phase] chunk=0 start=0 layer=28 kind=moe phase=routed_swiglu gpu_ms=12.36
[prefill-layer-phase] chunk=0 start=0 layer=28 kind=moe phase=routed_down gpu_ms=6.24
[prefill-layer-phase] chunk=0 start=0 layer=28 kind=moe phase=routed_reduce gpu_ms=0.36
[prefill-layer-phase] chunk=0 start=0 layer=28 kind=moe phase=shared_packed gpu_ms=1.20
[prefill-layer-phase] chunk=0 start=0 layer=29 kind=gdn phase=pre_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=29 kind=gdn phase=gdn_qkv gpu_ms=3.81
[prefill-layer-phase] chunk=0 start=0 layer=29 kind=gdn phase=gdn_z gpu_ms=1.98
[prefill-layer-phase] chunk=0 start=0 layer=29 kind=gdn phase=gdn_beta_alpha gpu_ms=0.30
[prefill-layer-phase] chunk=0 start=0 layer=29 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=29 kind=gdn phase=gdn_prep gpu_ms=0.71
[prefill-layer-phase] chunk=0 start=0 layer=29 kind=gdn phase=gdn_step gpu_ms=1.95
[prefill-layer-phase] chunk=0 start=0 layer=29 kind=gdn phase=gdn_gated gpu_ms=0.54
[prefill-layer-phase] chunk=0 start=0 layer=29 kind=gdn phase=gdn_back gpu_ms=2.08
[prefill-layer-phase] chunk=0 start=0 layer=29 kind=gdn phase=mixer_resid gpu_ms=0.10
[prefill-layer-phase] chunk=0 start=0 layer=29 kind=moe phase=post_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=29 kind=moe phase=route_fused gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=29 kind=moe phase=routed_swiglu gpu_ms=17.05
[prefill-layer-phase] chunk=0 start=0 layer=29 kind=moe phase=routed_down gpu_ms=7.72
[prefill-layer-phase] chunk=0 start=0 layer=29 kind=moe phase=routed_reduce gpu_ms=0.28
[prefill-layer-phase] chunk=0 start=0 layer=29 kind=moe phase=shared_packed gpu_ms=1.54
[prefill-layer-phase] chunk=0 start=0 layer=30 kind=gdn phase=pre_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=30 kind=gdn phase=gdn_qkv gpu_ms=4.68
[prefill-layer-phase] chunk=0 start=0 layer=30 kind=gdn phase=gdn_z gpu_ms=3.11
[prefill-layer-phase] chunk=0 start=0 layer=30 kind=gdn phase=gdn_beta_alpha gpu_ms=0.28
[prefill-layer-phase] chunk=0 start=0 layer=30 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=30 kind=gdn phase=gdn_prep gpu_ms=0.73
[prefill-layer-phase] chunk=0 start=0 layer=30 kind=gdn phase=gdn_step gpu_ms=1.94
[prefill-layer-phase] chunk=0 start=0 layer=30 kind=gdn phase=gdn_gated gpu_ms=0.50
[prefill-layer-phase] chunk=0 start=0 layer=30 kind=gdn phase=gdn_back gpu_ms=2.08
[prefill-layer-phase] chunk=0 start=0 layer=30 kind=gdn phase=mixer_resid gpu_ms=0.11
[prefill-layer-phase] chunk=0 start=0 layer=30 kind=moe phase=post_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=30 kind=moe phase=route_fused gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=30 kind=moe phase=routed_swiglu gpu_ms=13.60
[prefill-layer-phase] chunk=0 start=0 layer=30 kind=moe phase=routed_down gpu_ms=16.11
[prefill-layer-phase] chunk=0 start=0 layer=30 kind=moe phase=routed_reduce gpu_ms=0.13
[prefill-layer-phase] chunk=0 start=0 layer=30 kind=moe phase=shared_packed gpu_ms=1.34
[prefill-layer-phase] chunk=0 start=0 layer=31 kind=attn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=31 kind=attn phase=attn gpu_ms=8.46
[prefill-layer-phase] chunk=0 start=0 layer=31 kind=attn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=31 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=31 kind=moe phase=route_fused gpu_ms=0.21
[prefill-layer-phase] chunk=0 start=0 layer=31 kind=moe phase=routed_swiglu gpu_ms=17.88
[prefill-layer-phase] chunk=0 start=0 layer=31 kind=moe phase=routed_down gpu_ms=4.75
[prefill-layer-phase] chunk=0 start=0 layer=31 kind=moe phase=routed_reduce gpu_ms=0.25
[prefill-layer-phase] chunk=0 start=0 layer=31 kind=moe phase=shared_packed gpu_ms=0.92
[prefill-layer-phase] chunk=0 start=0 layer=32 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=32 kind=gdn phase=gdn_qkv gpu_ms=2.94
[prefill-layer-phase] chunk=0 start=0 layer=32 kind=gdn phase=gdn_z gpu_ms=1.97
[prefill-layer-phase] chunk=0 start=0 layer=32 kind=gdn phase=gdn_beta_alpha gpu_ms=0.21
[prefill-layer-phase] chunk=0 start=0 layer=32 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=32 kind=gdn phase=gdn_prep gpu_ms=0.72
[prefill-layer-phase] chunk=0 start=0 layer=32 kind=gdn phase=gdn_step gpu_ms=1.94
[prefill-layer-phase] chunk=0 start=0 layer=32 kind=gdn phase=gdn_gated gpu_ms=0.55
[prefill-layer-phase] chunk=0 start=0 layer=32 kind=gdn phase=gdn_back gpu_ms=2.07
[prefill-layer-phase] chunk=0 start=0 layer=32 kind=gdn phase=mixer_resid gpu_ms=0.09
[prefill-layer-phase] chunk=0 start=0 layer=32 kind=moe phase=post_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=32 kind=moe phase=route_fused gpu_ms=0.23
[prefill-layer-phase] chunk=0 start=0 layer=32 kind=moe phase=routed_swiglu gpu_ms=17.21
[prefill-layer-phase] chunk=0 start=0 layer=32 kind=moe phase=routed_down gpu_ms=6.68
[prefill-layer-phase] chunk=0 start=0 layer=32 kind=moe phase=routed_reduce gpu_ms=0.12
[prefill-layer-phase] chunk=0 start=0 layer=32 kind=moe phase=shared_packed gpu_ms=1.55
[prefill-layer-phase] chunk=0 start=0 layer=33 kind=gdn phase=pre_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=33 kind=gdn phase=gdn_qkv gpu_ms=4.97
[prefill-layer-phase] chunk=0 start=0 layer=33 kind=gdn phase=gdn_z gpu_ms=2.20
[prefill-layer-phase] chunk=0 start=0 layer=33 kind=gdn phase=gdn_beta_alpha gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=33 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=33 kind=gdn phase=gdn_prep gpu_ms=0.46
[prefill-layer-phase] chunk=0 start=0 layer=33 kind=gdn phase=gdn_step gpu_ms=1.95
[prefill-layer-phase] chunk=0 start=0 layer=33 kind=gdn phase=gdn_gated gpu_ms=0.55
[prefill-layer-phase] chunk=0 start=0 layer=33 kind=gdn phase=gdn_back gpu_ms=2.07
[prefill-layer-phase] chunk=0 start=0 layer=33 kind=gdn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=33 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=33 kind=moe phase=route_fused gpu_ms=0.23
[prefill-layer-phase] chunk=0 start=0 layer=33 kind=moe phase=routed_swiglu gpu_ms=11.08
[prefill-layer-phase] chunk=0 start=0 layer=33 kind=moe phase=routed_down gpu_ms=5.45
[prefill-layer-phase] chunk=0 start=0 layer=33 kind=moe phase=routed_reduce gpu_ms=0.25
[prefill-layer-phase] chunk=0 start=0 layer=33 kind=moe phase=shared_packed gpu_ms=1.27
[prefill-layer-phase] chunk=0 start=0 layer=34 kind=gdn phase=pre_norm gpu_ms=0.04
[prefill-layer-phase] chunk=0 start=0 layer=34 kind=gdn phase=gdn_qkv gpu_ms=4.02
[prefill-layer-phase] chunk=0 start=0 layer=34 kind=gdn phase=gdn_z gpu_ms=2.63
[prefill-layer-phase] chunk=0 start=0 layer=34 kind=gdn phase=gdn_beta_alpha gpu_ms=0.37
[prefill-layer-phase] chunk=0 start=0 layer=34 kind=gdn phase=gdn_alpha_beta gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=34 kind=gdn phase=gdn_prep gpu_ms=0.65
[prefill-layer-phase] chunk=0 start=0 layer=34 kind=gdn phase=gdn_step gpu_ms=1.87
[prefill-layer-phase] chunk=0 start=0 layer=34 kind=gdn phase=gdn_gated gpu_ms=0.55
[prefill-layer-phase] chunk=0 start=0 layer=34 kind=gdn phase=gdn_back gpu_ms=2.08
[prefill-layer-phase] chunk=0 start=0 layer=34 kind=gdn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=34 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=34 kind=moe phase=route_fused gpu_ms=0.21
[prefill-layer-phase] chunk=0 start=0 layer=34 kind=moe phase=routed_swiglu gpu_ms=16.52
[prefill-layer-phase] chunk=0 start=0 layer=34 kind=moe phase=routed_down gpu_ms=6.99
[prefill-layer-phase] chunk=0 start=0 layer=34 kind=moe phase=routed_reduce gpu_ms=0.12
[prefill-layer-phase] chunk=0 start=0 layer=34 kind=moe phase=shared_packed gpu_ms=1.39
[prefill-layer-phase] chunk=0 start=0 layer=35 kind=attn phase=pre_norm gpu_ms=0.04
[prefill-layer-phase] chunk=0 start=0 layer=35 kind=attn phase=attn gpu_ms=10.77
[prefill-layer-phase] chunk=0 start=0 layer=35 kind=attn phase=mixer_resid gpu_ms=0.12
[prefill-layer-phase] chunk=0 start=0 layer=35 kind=moe phase=post_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=35 kind=moe phase=route_fused gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=35 kind=moe phase=routed_swiglu gpu_ms=12.56
[prefill-layer-phase] chunk=0 start=0 layer=35 kind=moe phase=routed_down gpu_ms=6.81
[prefill-layer-phase] chunk=0 start=0 layer=35 kind=moe phase=routed_reduce gpu_ms=0.36
[prefill-layer-phase] chunk=0 start=0 layer=35 kind=moe phase=shared_packed gpu_ms=1.34
[prefill-layer-phase] chunk=0 start=0 layer=36 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=36 kind=gdn phase=gdn_qkv gpu_ms=4.16
[prefill-layer-phase] chunk=0 start=0 layer=36 kind=gdn phase=gdn_z gpu_ms=2.62
[prefill-layer-phase] chunk=0 start=0 layer=36 kind=gdn phase=gdn_beta_alpha gpu_ms=0.38
[prefill-layer-phase] chunk=0 start=0 layer=36 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=36 kind=gdn phase=gdn_prep gpu_ms=0.46
[prefill-layer-phase] chunk=0 start=0 layer=36 kind=gdn phase=gdn_step gpu_ms=1.86
[prefill-layer-phase] chunk=0 start=0 layer=36 kind=gdn phase=gdn_gated gpu_ms=0.53
[prefill-layer-phase] chunk=0 start=0 layer=36 kind=gdn phase=gdn_back gpu_ms=2.08
[prefill-layer-phase] chunk=0 start=0 layer=36 kind=gdn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=36 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=36 kind=moe phase=route_fused gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=36 kind=moe phase=routed_swiglu gpu_ms=18.32
