[pp] device: Apple M4 Max | unified_memory=true | max_threadgroup_memory=32768 bytes
[pp] power: source=AC Power battery=78% AC attached warning=none powermode_ac=2 powermode_battery=2 thermal_warning=false performance_warning=false
[metal-load] native quantized token embedding policy: auto-promoted (Q4_K [5120, 248320])
[metal-load-ledger] source=851/16806250496 direct_copy=851/16806250496 direct_view=0/0 direct_alias=0/0 tail_fallback=0/0 converted=0/0/0 derived=0/0
[pp] model=/Users/tito/models/Qwen3.6-27B-Q4_K_M.gguf source=synthetic token ids (seed=1) n_prompt=4096 runs=3 chunk=1024 tail=skip
[pp] lowering: gdn_batched=48/48 attn_batched=16/16 dense_ffn_batched=64/64 moe_gpu_token_loop=0/0
[prefill-layer-phase] chunk=3 start=3072 layer=49 kind=gdn phase=ffn_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=49 kind=gdn phase=ffn_gate gpu_ms=14.64
[prefill-layer-phase] chunk=3 start=3072 layer=49 kind=gdn phase=ffn_up gpu_ms=14.58
[prefill-layer-phase] chunk=3 start=3072 layer=49 kind=gdn phase=ffn_swiglu gpu_ms=0.42
[prefill-layer-phase] chunk=3 start=3072 layer=49 kind=gdn phase=ffn_down gpu_ms=14.83
[prefill-layer-phase] chunk=3 start=3072 layer=49 kind=gdn phase=ffn_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=pre_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=gdn_qkv gpu_ms=8.65
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=gdn_z gpu_ms=5.17
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=gdn_beta_alpha gpu_ms=0.48
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=gdn_prep_conv gpu_ms=0.45
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=gdn_prep_l2 gpu_ms=0.04
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=gdn_step gpu_ms=2.48
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=gdn_gated gpu_ms=0.16
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=gdn_back gpu_ms=5.26
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=mixer_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=ffn_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=ffn_gate gpu_ms=14.48
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=ffn_up gpu_ms=14.67
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=ffn_swiglu gpu_ms=0.42
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=ffn_down gpu_ms=14.72
[prefill-layer-phase] chunk=3 start=3072 layer=50 kind=gdn phase=ffn_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=51 kind=attn phase=pre_norm gpu_ms=0.06
[prefill-attn-phase] chunk=3 start=3072 layer=51 phase=proj gpu_ms=12.41
[prefill-attn-phase] chunk=3 start=3072 layer=51 phase=norm gpu_ms=0.44
[prefill-attn-phase] chunk=3 start=3072 layer=51 phase=rope_scatter gpu_ms=0.09
[prefill-attn-matrix-g6-shape] layer=51 chunk_start=3072 chunk_p=1024 query_rows=1024 query_tiles=1 n_pos=4096 score_tile_scratch_mib=204.00 vt_stride=4096 vt_layer_mib=8.00 vt_update_base=3072 vt_update_rows=1024 vt_update_mib=2.00
[prefill-attn-phase] chunk=3 start=3072 layer=51 phase=body_matrix_kq gpu_ms=3.60
[prefill-attn-phase] chunk=3 start=3072 layer=51 phase=body_matrix_kqv gpu_ms=3.43
[prefill-layer-phase] chunk=3 start=3072 layer=51 kind=attn phase=attn_back gpu_ms=5.29
[prefill-layer-phase] chunk=3 start=3072 layer=51 kind=attn phase=mixer_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=51 kind=attn phase=ffn_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=51 kind=attn phase=ffn_gate gpu_ms=14.46
[prefill-layer-phase] chunk=3 start=3072 layer=51 kind=attn phase=ffn_up gpu_ms=14.67
[prefill-layer-phase] chunk=3 start=3072 layer=51 kind=attn phase=ffn_swiglu gpu_ms=0.42
[prefill-layer-phase] chunk=3 start=3072 layer=51 kind=attn phase=ffn_down gpu_ms=14.81
[prefill-layer-phase] chunk=3 start=3072 layer=51 kind=attn phase=ffn_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=pre_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=gdn_qkv gpu_ms=8.72
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=gdn_z gpu_ms=5.27
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=gdn_beta_alpha gpu_ms=0.47
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=gdn_prep_conv gpu_ms=0.45
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=gdn_prep_l2 gpu_ms=0.04
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=gdn_step gpu_ms=2.39
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=gdn_gated gpu_ms=0.16
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=gdn_back gpu_ms=5.23
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=mixer_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=ffn_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=ffn_gate gpu_ms=14.54
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=ffn_up gpu_ms=14.76
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=ffn_swiglu gpu_ms=0.42
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=ffn_down gpu_ms=14.77
[prefill-layer-phase] chunk=3 start=3072 layer=52 kind=gdn phase=ffn_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=pre_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=gdn_qkv gpu_ms=8.63
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=gdn_z gpu_ms=5.25
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=gdn_beta_alpha gpu_ms=0.48
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=gdn_prep_conv gpu_ms=0.45
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=gdn_prep_l2 gpu_ms=0.04
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=gdn_step gpu_ms=2.38
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=gdn_gated gpu_ms=0.16
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=gdn_back gpu_ms=5.33
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=mixer_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=ffn_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=ffn_gate gpu_ms=14.51
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=ffn_up gpu_ms=14.81
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=ffn_swiglu gpu_ms=0.41
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=ffn_down gpu_ms=14.76
[prefill-layer-phase] chunk=3 start=3072 layer=53 kind=gdn phase=ffn_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=pre_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=gdn_qkv gpu_ms=8.68
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=gdn_z gpu_ms=5.21
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=gdn_beta_alpha gpu_ms=0.49
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=gdn_prep_conv gpu_ms=0.45
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=gdn_prep_l2 gpu_ms=0.04
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=gdn_step gpu_ms=2.44
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=gdn_gated gpu_ms=0.16
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=gdn_back gpu_ms=5.35
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=mixer_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=ffn_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=ffn_gate gpu_ms=14.48
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=ffn_up gpu_ms=14.68
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=ffn_swiglu gpu_ms=0.41
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=ffn_down gpu_ms=14.40
[prefill-layer-phase] chunk=3 start=3072 layer=54 kind=gdn phase=ffn_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=55 kind=attn phase=pre_norm gpu_ms=0.06
[prefill-attn-phase] chunk=3 start=3072 layer=55 phase=proj gpu_ms=12.18
[prefill-attn-phase] chunk=3 start=3072 layer=55 phase=norm gpu_ms=0.45
[prefill-attn-phase] chunk=3 start=3072 layer=55 phase=rope_scatter gpu_ms=0.09
[prefill-attn-matrix-g6-shape] layer=55 chunk_start=3072 chunk_p=1024 query_rows=1024 query_tiles=1 n_pos=4096 score_tile_scratch_mib=204.00 vt_stride=4096 vt_layer_mib=8.00 vt_update_base=3072 vt_update_rows=1024 vt_update_mib=2.00
[prefill-attn-phase] chunk=3 start=3072 layer=55 phase=body_matrix_kq gpu_ms=3.62
[prefill-attn-phase] chunk=3 start=3072 layer=55 phase=body_matrix_kqv gpu_ms=3.41
[prefill-layer-phase] chunk=3 start=3072 layer=55 kind=attn phase=attn_back gpu_ms=5.35
[prefill-layer-phase] chunk=3 start=3072 layer=55 kind=attn phase=mixer_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=55 kind=attn phase=ffn_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=55 kind=attn phase=ffn_gate gpu_ms=14.56
[prefill-layer-phase] chunk=3 start=3072 layer=55 kind=attn phase=ffn_up gpu_ms=14.74
[prefill-layer-phase] chunk=3 start=3072 layer=55 kind=attn phase=ffn_swiglu gpu_ms=0.41
[prefill-layer-phase] chunk=3 start=3072 layer=55 kind=attn phase=ffn_down gpu_ms=14.80
[prefill-layer-phase] chunk=3 start=3072 layer=55 kind=attn phase=ffn_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=pre_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=gdn_qkv gpu_ms=8.72
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=gdn_z gpu_ms=5.18
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=gdn_beta_alpha gpu_ms=0.48
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=gdn_prep_conv gpu_ms=0.45
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=gdn_prep_l2 gpu_ms=0.04
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=gdn_step gpu_ms=2.42
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=gdn_gated gpu_ms=0.16
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=gdn_back gpu_ms=5.31
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=mixer_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=ffn_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=ffn_gate gpu_ms=14.46
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=ffn_up gpu_ms=14.64
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=ffn_swiglu gpu_ms=0.42
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=ffn_down gpu_ms=14.89
[prefill-layer-phase] chunk=3 start=3072 layer=56 kind=gdn phase=ffn_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=pre_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=gdn_qkv gpu_ms=8.67
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=gdn_z gpu_ms=5.29
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=gdn_beta_alpha gpu_ms=0.48
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=gdn_prep_conv gpu_ms=0.44
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=gdn_prep_l2 gpu_ms=0.04
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=gdn_step gpu_ms=2.42
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=gdn_gated gpu_ms=0.16
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=gdn_back gpu_ms=5.23
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=mixer_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=ffn_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=ffn_gate gpu_ms=14.58
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=ffn_up gpu_ms=14.66
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=ffn_swiglu gpu_ms=0.42
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=ffn_down gpu_ms=14.94
[prefill-layer-phase] chunk=3 start=3072 layer=57 kind=gdn phase=ffn_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=pre_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=gdn_qkv gpu_ms=8.72
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=gdn_z gpu_ms=5.22
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=gdn_beta_alpha gpu_ms=0.48
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=gdn_prep_conv gpu_ms=0.44
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=gdn_prep_l2 gpu_ms=0.04
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=gdn_step gpu_ms=2.41
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=gdn_gated gpu_ms=0.16
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=gdn_back gpu_ms=5.18
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=mixer_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=ffn_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=ffn_gate gpu_ms=14.22
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=ffn_up gpu_ms=14.61
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=ffn_swiglu gpu_ms=0.42
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=ffn_down gpu_ms=14.69
[prefill-layer-phase] chunk=3 start=3072 layer=58 kind=gdn phase=ffn_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=59 kind=attn phase=pre_norm gpu_ms=0.06
[prefill-attn-phase] chunk=3 start=3072 layer=59 phase=proj gpu_ms=12.22
[prefill-attn-phase] chunk=3 start=3072 layer=59 phase=norm gpu_ms=0.44
[prefill-attn-phase] chunk=3 start=3072 layer=59 phase=rope_scatter gpu_ms=0.09
[prefill-attn-matrix-g6-shape] layer=59 chunk_start=3072 chunk_p=1024 query_rows=1024 query_tiles=1 n_pos=4096 score_tile_scratch_mib=204.00 vt_stride=4096 vt_layer_mib=8.00 vt_update_base=3072 vt_update_rows=1024 vt_update_mib=2.00
[prefill-attn-phase] chunk=3 start=3072 layer=59 phase=body_matrix_kq gpu_ms=3.62
[prefill-attn-phase] chunk=3 start=3072 layer=59 phase=body_matrix_kqv gpu_ms=3.55
[prefill-layer-phase] chunk=3 start=3072 layer=59 kind=attn phase=attn_back gpu_ms=5.23
[prefill-layer-phase] chunk=3 start=3072 layer=59 kind=attn phase=mixer_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=59 kind=attn phase=ffn_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=59 kind=attn phase=ffn_gate gpu_ms=14.75
[prefill-layer-phase] chunk=3 start=3072 layer=59 kind=attn phase=ffn_up gpu_ms=14.66
[prefill-layer-phase] chunk=3 start=3072 layer=59 kind=attn phase=ffn_swiglu gpu_ms=0.42
[prefill-layer-phase] chunk=3 start=3072 layer=59 kind=attn phase=ffn_down gpu_ms=14.84
[prefill-layer-phase] chunk=3 start=3072 layer=59 kind=attn phase=ffn_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=pre_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=gdn_qkv gpu_ms=8.72
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=gdn_z gpu_ms=5.21
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=gdn_beta_alpha gpu_ms=0.48
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=gdn_prep_conv gpu_ms=0.45
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=gdn_prep_l2 gpu_ms=0.04
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=gdn_step gpu_ms=2.34
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=gdn_gated gpu_ms=0.16
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=gdn_back gpu_ms=5.30
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=mixer_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=ffn_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=ffn_gate gpu_ms=14.48
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=ffn_up gpu_ms=14.68
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=ffn_swiglu gpu_ms=0.41
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=ffn_down gpu_ms=14.90
[prefill-layer-phase] chunk=3 start=3072 layer=60 kind=gdn phase=ffn_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=pre_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=gdn_qkv gpu_ms=8.72
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=gdn_z gpu_ms=5.26
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=gdn_beta_alpha gpu_ms=0.50
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=gdn_prep_conv gpu_ms=0.45
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=gdn_prep_l2 gpu_ms=0.04
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=gdn_step gpu_ms=2.40
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=gdn_gated gpu_ms=0.16
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=gdn_back gpu_ms=5.40
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=mixer_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=ffn_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=ffn_gate gpu_ms=14.52
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=ffn_up gpu_ms=14.70
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=ffn_swiglu gpu_ms=0.41
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=ffn_down gpu_ms=14.96
[prefill-layer-phase] chunk=3 start=3072 layer=61 kind=gdn phase=ffn_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=pre_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=gdn_qkv gpu_ms=8.65
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=gdn_z gpu_ms=5.29
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=gdn_beta_alpha gpu_ms=0.48
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=gdn_prep_conv gpu_ms=0.45
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=gdn_prep_l2 gpu_ms=0.04
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=gdn_step gpu_ms=2.42
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=gdn_gated gpu_ms=0.16
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=gdn_back gpu_ms=5.08
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=mixer_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=ffn_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=ffn_gate gpu_ms=14.76
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=ffn_up gpu_ms=14.68
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=ffn_swiglu gpu_ms=0.41
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=ffn_down gpu_ms=15.03
[prefill-layer-phase] chunk=3 start=3072 layer=62 kind=gdn phase=ffn_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=63 kind=attn phase=pre_norm gpu_ms=0.06
[prefill-attn-phase] chunk=3 start=3072 layer=63 phase=proj gpu_ms=12.40
[prefill-attn-phase] chunk=3 start=3072 layer=63 phase=norm gpu_ms=0.45
[prefill-attn-phase] chunk=3 start=3072 layer=63 phase=rope_scatter gpu_ms=0.09
[prefill-attn-matrix-g6-shape] layer=63 chunk_start=3072 chunk_p=1024 query_rows=1024 query_tiles=1 n_pos=4096 score_tile_scratch_mib=204.00 vt_stride=4096 vt_layer_mib=8.00 vt_update_base=3072 vt_update_rows=1024 vt_update_mib=2.00
[prefill-attn-phase] chunk=3 start=3072 layer=63 phase=body_matrix_kq gpu_ms=3.62
[prefill-attn-phase] chunk=3 start=3072 layer=63 phase=body_matrix_kqv gpu_ms=3.55
[prefill-layer-phase] chunk=3 start=3072 layer=63 kind=attn phase=attn_back gpu_ms=5.33
[prefill-layer-phase] chunk=3 start=3072 layer=63 kind=attn phase=mixer_resid gpu_ms=0.09
[prefill-layer-phase] chunk=3 start=3072 layer=63 kind=attn phase=ffn_norm gpu_ms=0.06
[prefill-layer-phase] chunk=3 start=3072 layer=63 kind=attn phase=ffn_gate gpu_ms=14.73
[prefill-layer-phase] chunk=3 start=3072 layer=63 kind=attn phase=ffn_up gpu_ms=14.71
[prefill-layer-phase] chunk=3 start=3072 layer=63 kind=attn phase=ffn_swiglu gpu_ms=0.42
[prefill-layer-phase] chunk=3 start=3072 layer=63 kind=attn phase=ffn_down gpu_ms=15.07
[prefill-layer-phase] chunk=3 start=3072 layer=63 kind=attn phase=ffn_resid gpu_ms=0.09
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=gdn phase=pre_norm gpu_ms=0.36
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=gdn phase=gdn_qkv gpu_ms=8.18
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=gdn phase=gdn_z gpu_ms=4.95
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=gdn phase=gdn_beta_alpha gpu_ms=0.46
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=gdn phase=gdn_prep_conv gpu_ms=0.44
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=gdn phase=gdn_prep_l2 gpu_ms=0.04
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=gdn phase=gdn_step gpu_ms=2.34
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=gdn phase=gdn_gated gpu_ms=0.18
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=gdn phase=gdn_back gpu_ms=5.05
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=gdn phase=mixer_resid gpu_ms=0.09
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=gdn phase=ffn_norm gpu_ms=0.05
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=gdn phase=ffn_gate gpu_ms=13.89
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=gdn phase=ffn_up gpu_ms=14.07
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=gdn phase=ffn_swiglu gpu_ms=0.43
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=gdn phase=ffn_down gpu_ms=14.26
